3861 274 -1550; 103 0 -26
3777 914 -1273; -728 -397 304
3769 826 -1290; -765 -423 305
3796 796 -1364; -799 -444 311
3795 668 -1383; -819 -464 317
3714 543 -1373; -813 -479 326
3672 500 -1329; -776 -495 344
3678 420 -1334; -743 -507 361
3677 462 -1409; -714 -516 384
3681 452 -1367; -692 -525 408
3657 440 -1435; -705 -531 430
3753 472 -1456; -721 -543 452
3747 342 -1494; -756 -549 469
3736 275 -1458; -763 -554 490
3769 242 -1471; -728 -566 510
3775 222 -1459; -692 -569 526
3790 190 -1484; -661 -576 546
3892 139 -1548; -624 -585 561
4004 270 -1611; -570 -591 575
4034 261 -1620; -561 -600 583
4017 198 -1633; -599 -609 590
3998 202 -1623; -607 -622 595
3983 105 -1632; -614 -625 592
3920 112 -1562; -599 -624 598
3896 106 -1645; -569 -622 602
3924 65 -1625; -569 -612 605
3869 -35 -1717; -558 -596 605
3840 65 -1568; -497 -579 611
3825 128 -1605; -451 -553 611
3814 160 -1556; -454 -522 611
3782 63 -1593; -474 -491 605
3752 35 -1593; -480 -455 597
3699 36 -1607; -459 -422 591
3742 22 -1681; -444 -389 580
3783 34 -1744; -431 -363 567
3798 14 -1819; -419 -340 551
3830 -42 -1891; -406 -327 530
3864 -64 -1932; -364 -320 506
3926 -131 -1967; -296 -321 480
3986 -190 -1995; -213 -335 449
3992 -234 -2041; -118 -355 415
4021 -257 -2034; -24 -387 375
4034 -244 -2140; 49 -432 335
4092 -64 -2271; 107 -488 294
4064 12 -2325; 87 -550 248
3928 -174 -2170; -16 -619 202
3767 -466 -2111; -93 -691 164
3706 -698 -2150; -62 -760 134
3704 -643 -2188; 93 -817 120
3635 -669 -2069; 254 -868 120
3550 -698 -2107; 343 -911 125
3654 -484 -2214; 400 -956 140
3675 -445 -2231; 356 -991 155
3531 -600 -2144; 242 -1012 174
3289 -574 -2016; 209 -1032 209
3278 -677 -2144; 218 -1041 233
3286 -813 -2352; 258 -1039 276
3334 -779 -2441; 421 -1028 336
3374 -784 -2502; 546 -1013 382
3335 -633 -2496; 582 -992 431
3256 -528 -2459; 587 -968 483
3126 -465 -2345; 536 -932 521
2992 -412 -2294; 455 -892 553
3025 -443 -2255; 369 -848 574
2986 -594 -2406; 308 -792 592
2954 -533 -2370; 356 -726 610
2802 -440 -2300; 390 -651 620
2746 -394 -2250; 336 -570 609
2798 -201 -2273; 292 -493 601
2806 -311 -2381; 219 -399 577
2852 -280 -2340; 187 -306 543
2880 -204 -2307; 166 -212 499
2900 -209 -2378; 100 -114 444
2976 -153 -2501; 10 -25 384
3034 -326 -2662; -104 57 315
3064 -508 -2793; -177 136 247
3104 -628 -2927; -151 202 184
3175 -686 -3037; -81 262 121
3116 -870 -3198; -39 316 67
3019 -1076 -3307; -11 356 17
2866 -1244 -3341; 57 390 -24
2746 -1320 -3291; 157 416 -55
2720 -1261 -3237; 286 429 -85
2694 -1163 -3124; 407 445 -112
2642 -1107 -3001; 490 455 -141
2658 -994 -2879; 567 456 -175
2681 -861 -2792; 643 453 -219
2729 -730 -2622; 701 441 -270
2804 -634 -2550; 721 417 -324
2774 -667 -2524; 723 390 -385
2770 -553 -2449; 756 352 -440
2737 -613 -2463; 755 305 -502
2688 -630 -2401; 741 253 -560
2628 -684 -2336; 740 190 -607
2636 -703 -2338; 753 122 -654
2633 -693 -2295; 752 53 -691
2590 -776 -2346; 717 -22 -729
2558 -548 -2325; 736 -102 -761
2519 -370 -2338; 756 -186 -796
2497 -183 -2310; 718 -271 -835
2307 -185 -2158; 642 -353 -870
2084 -292 -2049; 568 -427 -907
1971 -68 -2057; 557 -504 -938
1881 -32 -2115; 535 -573 -970
1737 45 -2138; 502 -637 -999
1603 107 -2142; 509 -704 -1022
1504 245 -2104; 535 -769 -1048
1404 437 -2065; 552 -834 -1072
1297 580 -2012; 540 -901 -1097
1214 745 -1936; 502 -969 -1122
1158 870 -1970; 429 -1037 -1151
1142 925 -2038; 336 -1113 -1184
1183 952 -2144; 264 -1193 -1218
1296 989 -2285; 219 -1282 -1253
1429 973 -2511; 182 -1388 -1286
1590 926 -2720; 158 -1508 -1314
1807 1054 -2977; 143 -1648 -1343
2285 833 -3459; 9 -1816 -1380
2728 661 -4083; -145 -2009 -1411
3078 573 -4520; -166 -2223 -1448
3364 559 -4801; -78 -2460 -1484
3656 463 -5217; 11 -2726 -1512
4064 605 -5747; 134 -3009 -1538
4396 430 -5907; 213 -3299 -1569
4495 248 -5927; 260 -3587 -1594
4613 208 -5935; 326 -3881 -1610
4660 146 -6074; 410 -4152 -1629
4815 372 -6099; 538 -4398 -1624
4727 251 -5620; 601 -4625 -1606
4161 -302 -4916; 411 -4793 -1580
3771 -545 -4525; 187 -4917 -1548
2710 -483 -4158; 101 -4955 -1492
-5242 -6548 -32732; -1164 -2893 -1154
6875 -3581 -15845; -747 350 -644
-1731 428 -5022; 999 -1643 -591
5164 -207 11642; -126 148 -620
3454 -1617 -11563; -420 3036 67
947 1624 1278; 632 2261 103
1448 886 -10411; -776 1824 -248
3784 876 -3190; -208 2611 7
1338 1208 -2615; -138 1878 -119
3434 -180 -6057; -1197 2056 -304
1860 618 -3536; -919 2134 -236
1766 294 -4152; -842 1817 -342
2218 -251 -4811; -991 1989 -462
1285 719 -3357; -706 1874 -459
2020 112 -4177; -669 1817 -587
1655 329 -3910; -749 1874 -664
1537 492 -3579; -667 1794 -719
1873 117 -3897; -708 1817 -830
1531 231 -3602; -705 1818 -870
1608 -82 -3633; -601 1803 -930
1610 -1 -3609; -493 1823 -987
1499 139 -3402; -338 1821 -1011
1594 29 -3398; -231 1828 -1055
1657 226 -3301; -117 1827 -1079
1683 278 -3240; -43 1820 -1102
1679 290 -3191; -68 1814 -1136
1689 344 -3051; -41 1789 -1152
1755 298 -3012; 23 1770 -1170
1703 329 -2953; 103 1744 -1185
1663 451 -2872; 230 1704 -1195
1614 488 -2757; 346 1661 -1215
1628 593 -2650; 461 1602 -1232
1727 673 -2617; 553 1530 -1248
1775 676 -2591; 607 1448 -1272
1808 848 -2635; 661 1354 -1285
1830 975 -2573; 680 1238 -1296
1693 1002 -2594; 615 1119 -1313
1652 1056 -2499; 574 982 -1321
1587 1138 -2603; 569 833 -1323
1527 1142 -2541; 626 678 -1330
1488 1310 -2453; 731 503 -1322
1372 1422 -2515; 820 313 -1315
1354 1446 -2545; 887 111 -1311
1240 1469 -2554; 951 -109 -1301
1121 1722 -2466; 1000 -347 -1290
1156 1765 -2726; 956 -598 -1285
1286 1790 -2852; 850 -873 -1274
1269 1890 -3008; 826 -1159 -1257
1297 2097 -3173; 782 -1459 -1251
1450 2098 -3554; 673 -1789 -1247
1553 2101 -3922; 587 -2117 -1249
1695 2352 -4337; 592 -2460 -1261
1949 2681 -4588; 616 -2824 -1291
1966 3245 -4736; 644 -3176 -1349
2193 3706 -4926; 643 -3552 -1426
2510 3948 -5229; 657 -3922 -1538
2674 4133 -5460; 785 -4270 -1675
2849 4352 -5557; 1053 -4609 -1803
3006 4792 -5465; 1281 -4923 -1923
2731 3854 -5011; 1235 -5192 -2030
2154 2941 -4403; 1186 -5371 -2082
3578 6426 -6913; 1038 -5488 -2086
7373 -26747 25717; -1978 -2119 -1469
3582 -9978 9120; 1500 1832 -161
2633 313 23793; -1537 1705 49
315 466 -7003; -2066 458 -676
988 4568 -13257; -1026 1518 76
-1441 376 -3982; -18 481 -116
1575 400 -7431; -119 780 -110
-987 2374 -2236; 442 896 380
550 -442 -4188; 144 494 182
961 1936 -4257; 312 981 525
-334 1281 -1609; 545 830 755
629 227 -3554; 53 1030 760
-431 2006 -2035; 150 1254 1151
-520 471 -2737; 50 1280 1242
117 1183 -3214; -26 1552 1435
152 1687 -2327; 228 1622 1713
927 848 -3454; 82 1741 1781
925 1712 -3011; 121 1863 1994
1117 1468 -2940; 262 1854 2113
1383 1515 -3261; 166 1896 2170
1289 1841 -2717; 204 1861 2290
1485 1621 -2959; 153 1802 2309
1421 2008 -2739; 31 1738 2342
1380 2050 -2589; -118 1627 2369
1476 1653 -2859; -470 1496 2352
1452 1538 -2958; -659 1338 2347
1467 1467 -2967; -621 1153 2331
1697 1492 -3074; -583 961 2292
1684 1530 -3107; -559 759 2254
1608 1236 -3190; -566 551 2201
1610 1227 -3096; -512 336 2139
1391 1273 -3000; -460 127 2078
1192 1443 -2767; -507 -77 2003
1380 1347 -2825; -696 -296 1905
1530 1120 -3018; -932 -503 1817
1445 792 -3037; -1060 -700 1730
1364 440 -3081; -1110 -894 1631
1302 299 -3185; -1052 -1089 1543
1362 17 -3219; -902 -1274 1458
1453 81 -3226; -670 -1445 1377
1571 150 -3314; -464 -1614 1303
1589 282 -3479; -359 -1777 1222
1719 424 -3458; -319 -1943 1136
1829 453 -3667; -403 -2110 1033
1918 508 -3769; -507 -2282 930
2063 298 -3999; -596 -2460 818
2322 132 -4435; -620 -2643 700
2531 -47 -4702; -504 -2826 586
2640 -174 -4900; -280 -3000 465
2776 230 -5106; 52 -3195 354
3005 484 -5385; 319 -3385 228
3293 464 -5936; 424 -3575 96
3613 808 -5901; 556 -3772 -19
3405 725 -5671; 615 -3933 -145
8590 5534 5590; 831 -3682 -276
11501 -3106 7699; 160 147 -254
664 731 6389; 1061 -1305 5
5821 -597 7339; -216 -729 -292
4395 -2195 -13252; -387 1883 -297
-1213 2120 514; -91 1606 -5
2727 -1183 -6190; -532 943 -525
1312 924 -5238; -198 1669 -415
695 1132 -1936; 32 1174 -358
2292 -1732 -5538; -642 1404 -636
396 673 -2808; -395 1587 -374
851 -999 -3635; -301 1495 -404
1056 -771 -4168; -395 1789 -386
594 451 -2947; 68 1862 -149
1260 -765 -4010; -2 1995 -159
1316 290 -3659; 91 2189 -18
1583 494 -3494; 299 2272 124
2004 163 -4019; 140 2410 146
2050 1019 -3501; 176 2490 277
2381 500 -3774; 133 2540 327
2648 704 -3805; 78 2583 369
2925 1109 -3704; 221 2581 455
3077 953 -3886; 132 2575 473
2960 1029 -3711; 8 2538 523
2946 889 -3630; -15 2481 574
2991 789 -3553; -30 2415 609
3009 955 -3361; 25 2340 668
3056 952 -3227; 43 2260 719
3014 932 -3126; -16 2169 765
3057 1013 -3073; -49 2071 817
3056 956 -3086; -101 1965 856
3143 834 -2962; -141 1850 896
3213 965 -2928; -74 1727 932
3325 1143 -2817; -18 1596 954
3243 1184 -2638; -26 1471 970
3261 1288 -2473; -71 1339 977
3214 1275 -2445; -159 1206 972
3207 1401 -2447; -260 1080 973
3265 1229 -2449; -388 947 964
3335 1148 -2574; -514 828 958
3269 1002 -2375; -563 703 955
3184 979 -2362; -568 595 953
3112 1024 -2147; -538 493 957
3073 1043 -2144; -555 407 955
3104 1091 -2062; -625 331 955
3086 966 -2099; -741 258 950
3079 822 -2091; -857 199 944
3088 833 -2082; -885 143 941
3075 810 -2008; -890 102 938
3066 843 -1955; -928 69 934
3074 712 -1994; -1011 41 931
3092 592 -2085; -1083 21 932
3122 495 -2090; -1112 7 937
3082 488 -2026; -1127 1 944
3085 556 -1985; -1144 -2 956
3135 422 -2004; -1186 1 965
3219 348 -2076; -1206 8 980
3267 347 -2119; -1176 17 1001
3378 343 -2252; -1179 31 1016
3318 245 -2265; -1230 42 1041
3325 86 -2196; -1287 59 1065
3317 76 -2227; -1308 73 1086
3370 201 -2176; -1308 93 1117
3387 90 -2204; -1355 116 1140
3346 -26 -2240; -1400 145 1173
3355 -122 -2210; -1389 172 1209
3343 -207 -2251; -1361 203 1237
3395 -160 -2283; -1343 230 1275
3422 -361 -2340; -1373 257 1311
3469 -455 -2411; -1409 281 1347
3512 -545 -2413; -1405 295 1383
3551 -602 -2449; -1386 310 1420
3558 -716 -2466; -1365 317 1455
3613 -811 -2478; -1319 325 1482
3527 -810 -2366; -1250 333 1508
3458 -879 -2313; -1213 340 1522
3359 -1030 -2280; -1206 349 1525
3226 -1019 -2176; -1171 367 1527
3195 -1061 -2175; -1139 381 1509
3094 -1116 -2102; -1138 399 1475
3060 -1022 -2101; -1110 424 1432
3051 -968 -2033; -1065 445 1368
2993 -905 -1984; -1034 478 1287
2976 -867 -1908; -999 510 1187
2973 -971 -1946; -991 540 1059
2929 -965 -1892; -943 581 915
2914 -828 -1860; -878 617 757
2884 -702 -1791; -862 658 567
2893 -586 -1732; -899 705 360
3003 -490 -1689; -981 750 127
3053 -474 -1824; -1099 802 -135
3066 -674 -1873; -1156 866 -414
3177 -664 -1907; -1046 932 -701
3154 -638 -1905; -862 1016 -1007
3181 -415 -1641; -696 1107 -1338
3270 -350 -1556; -617 1192 -1684
3459 -197 -1430; -571 1287 -2050
3623 152 -1256; -505 1384 -2431
3787 570 -968; -486 1483 -2825
4022 877 -830; -563 1577 -3227
4287 1041 -651; -697 1677 -3637
4580 1261 -488; -814 1781 -4040
4791 1406 -265; -914 1892 -4434
5052 1795 -30; -958 2004 -4805
5287 2023 178; -1021 2113 -5163
5484 2389 382; -1068 2234 -5493
5718 2969 492; -1136 2350 -5798
5927 3311 562; -1336 2479 -6080
5940 3485 781; -1650 2631 -6313
5720 3156 1131; -2004 2799 -6505
5756 2771 1084; -2319 2999 -6633
5738 2481 911; -2495 3209 -6689
5432 1857 778; -2547 3439 -6685
5106 1517 556; -2406 3643 -6607
4823 1665 488; -2112 3793 -6466
4614 1765 327; -1876 3901 -6299
4423 1492 302; -1760 3957 -6106
3878 1565 134; -1623 3968 -5853
3424 1667 375; -1490 3933 -5553
2699 1227 57; -1460 3859 -5221
1761 1586 247; -1253 3736 -4800
960 1278 84; -1083 3557 -4354
223 1254 115; -878 3320 -3861
-406 1829 143; -513 3030 -3320
-1093 2060 205; -241 2708 -2779
-1583 2126 1220; -142 2330 -2192
1897 -15980 -14535; -402 2000 -1786
-6072 24722 8523; 2304 -190 2017
196 -14322 -8796; -881 -230 1642
-155 5860 1941; 12 -292 1317
-1326 12066 5453; 2417 -1294 3365
2251 -6364 -4637; -752 -1166 2194
-113 15833 6510; 1205 -1932 3596
2402 -1117 -1782; 408 -2143 3559
3672 7484 2435; -91 -2437 3469
2275 7274 2815; 715 -2934 4438
4276 -2039 -1536; -526 -2939 3871
2963 8417 4283; 835 -3386 4659
3512 -1254 -88; 612 -3381 4686
3829 3113 2383; 477 -3442 4831
2568 2065 2145; 1041 -3574 5443
3907 -1644 333; 400 -3438 5334
3334 3290 2380; 1002 -3506 5885
4422 -778 6; 744 -3439 6015
5177 1599 533; 772 -3392 6175
5105 1637 443; 1153 -3382 6511
5969 637 -559; 945 -3327 6477
6130 2659 259; 1134 -3334 6659
6032 1622 -408; 999 -3308 6652
6323 2573 8; 940 -3295 6599
6038 2724 185; 962 -3300 6584
5932 2651 -66; 747 -3272 6459
5972 2378 46; 535 -3273 6314
5607 1347 -221; 356 -3222 6130
5369 1746 128; 452 -3208 6014
5204 996 -394; 456 -3149 5851
4852 821 -327; 447 -3045 5689
4440 608 -483; 511 -2953 5573
4077 196 -729; 486 -2828 5450
3610 -324 -703; 458 -2690 5339
3601 -8 -1293; 456 -2563 5241
3483 -1118 -1495; 315 -2433 5118
3614 -800 -1457; 382 -2268 5007
3604 -483 -1296; 586 -2155 4919
3623 -1045 -1740; 477 -1995 4772
3359 -1258 -1672; 379 -1853 4657
3321 -1432 -1548; 374 -1751 4505
3137 -1327 -1386; 392 -1633 4332
3013 -1063 -1245; 370 -1528 4161
2903 -1367 -1580; 204 -1445 3942
2704 -749 -1661; 88 -1360 3707
2024 -1369 -2050; -250 -1281 3455
1377 -2257 -2295; -645 -1218 3169
1077 -2600 -2446; -754 -1188 2878
975 -2826 -2687; -685 -1114 2548
621 -2496 -2429; -561 -1005 2223
356 -2622 -2430; -515 -875 1872
11 -2514 -2033; -472 -725 1514
-408 -2953 -1972; -456 -539 1133
-773 -2665 -1546; -364 -336 727
-774 -2179 -1382; -305 -126 314
-877 -2193 -1512; -477 106 -124
-690 -2251 -1567; -732 329 -561
-143 -2732 -2107; -964 533 -1018
230 -3375 -2538; -1013 742 -1458
544 -3037 -2480; -711 948 -1867
983 -2978 -2408; -463 1111 -2308
1456 -2514 -2302; -369 1253 -2734
1901 -2424 -2327; -402 1386 -3152
2320 -2154 -2151; -503 1511 -3584
2707 -1777 -1954; -671 1624 -3993
3115 -1680 -1872; -923 1745 -4391
3589 -1306 -1885; -1122 1872 -4772
3931 -1141 -1748; -1245 2025 -5127
4301 -1459 -2141; -1338 2207 -5438
4860 -965 -1720; -1246 2373 -5711
5188 -700 -1643; -1166 2572 -5974
5405 -261 -1185; -1197 2784 -6200
5901 92 -925; -1273 2974 -6398
6176 277 -693; -1361 3209 -6574
6498 795 -461; -1381 3426 -6717
6780 1121 -529; -1451 3637 -6834
6852 1071 -450; -1575 3866 -6905
6781 859 -440; -1640 4066 -6929
6707 612 -577; -1656 4254 -6910
6630 512 -687; -1644 4408 -6846
6576 466 -762; -1655 4536 -6749
6224 238 -441; -1589 4647 -6634
6098 633 -642; -1396 4696 -6471
6103 1284 -749; -1236 4679 -6287
5807 1018 -1147; -1292 4661 -6129
5515 872 -876; -1261 4597 -5973
5009 791 -947; -1075 4492 -5806
4516 1046 -624; -780 4363 -5632
3920 1306 -344; -454 4195 -5476
3426 1658 43; -161 4007 -5340
3029 2229 346; 109 3794 -5224
2615 2977 296; 250 3572 -5134
2408 3520 674; 186 3327 -5041
2156 3433 445; -34 3104 -4932
1897 3601 809; -101 2863 -4819
1096 3692 667; -89 2653 -4658
526 3636 1017; -111 2419 -4449
30 3490 818; -134 2176 -4227
-475 3544 826; -123 1950 -3918
-767 3327 763; -170 1694 -3563
-1134 3279 621; -241 1441 -3154
-1611 137 823; -380 1205 -2713
2388 261 -3681; -188 737 -1667
-3927 26110 11545; 2033 -958 2683
1608 -14915 -8654; -1780 -501 1117
-870 12886 5593; 138 -795 1670
-613 6438 2346; 1401 -1395 3187
3100 -5208 -3795; -1283 -1134 1891
-132 15542 5961; 1265 -1839 3627
2742 -3656 -3068; 100 -1795 3194
2993 7204 2103; 32 -2044 3373
1820 5765 1958; 1008 -2454 4305
4164 -1648 -1989; -202 -2361 3640
2318 9197 3571; 962 -2785 4564
3406 -432 -1067; 511 -2797 4481
4037 3885 1110; 370 -2897 4543
2806 4128 1483; 1048 -3099 5171
4434 -889 -1053; 313 -3017 4921
3772 4384 1561; 870 -3176 5440
4265 42 -563; 847 -3150 5595
5067 1321 -69; 731 -3133 5698
4376 2080 420; 1308 -3171 6141
5411 -391 -812; 1118 -3064 6161
5152 1972 206; 1442 -3031 6499
5474 650 -311; 1602 -2953 6697
5972 1262 -404; 1563 -2835 6786
5728 2464 437; 1829 -2730 7046
6136 1728 -105; 1646 -2606 7049
6336 2516 225; 1500 -2487 7098
6147 2166 271; 1393 -2383 7118
6139 1915 237; 1274 -2287 7031
5901 2558 422; 1265 -2189 6970
5531 1892 329; 1055 -2095 6804
5256 2014 199; 799 -2007 6618
4834 1765 84; 562 -1964 6433
4524 807 -457; 246 -1893 6147
4057 519 -503; 168 -1835 5881
3523 274 -601; 163 -1771 5606
2963 -267 -862; 79 -1667 5293
2466 -425 -821; 58 -1567 4972
1917 -771 -869; 10 -1431 4607
1451 -497 -628; 18 -1279 4258
1218 -843 -741; -53 -1130 3880
952 -1242 -952; -188 -953 3473
636 -1418 -909; -236 -777 3074
473 -1741 -1189; -309 -612 2643
200 -1966 -1214; -403 -451 2200
132 -1847 -1315; -450 -299 1740
193 -1838 -1488; -549 -177 1268
213 -2214 -1783; -708 -42 795
317 -2398 -1869; -730 74 314
484 -2655 -2115; -715 173 -185
606 -2551 -2175; -651 278 -663
848 -2577 -2222; -574 366 -1147
1286 -2256 -2270; -490 452 -1621
1540 -2359 -2198; -473 547 -2080
1853 -2468 -2132; -508 646 -2536
2283 -2244 -2036; -471 736 -2968
2637 -2264 -1903; -422 855 -3393
3093 -1781 -1609; -328 973 -3795
3620 -1428 -1397; -241 1086 -4186
4029 -1025 -1100; -201 1223 -4569
4590 -489 -678; -144 1353 -4944
5265 75 -492; -132 1476 -5326
5813 444 -433; -184 1622 -5687
6156 851 -155; -260 1777 -6021
6497 983 -73; -409 1942 -6347
6745 1114 181; -624 2128 -6629
6909 1167 283; -833 2347 -6860
7050 1329 446; -1009 2591 -7051
7305 1479 583; -1195 2850 -7186
7245 1294 582; -1359 3142 -7258
7264 1389 615; -1415 3446 -7268
7262 1258 652; -1413 3726 -7249
7161 1133 628; -1421 4003 -7192
7198 1353 574; -1347 4242 -7067
7381 1321 607; -1317 4446 -6936
7150 950 628; -1315 4634 -6768
6955 1372 812; -1177 4755 -6529
6977 1482 423; -1152 4814 -6301
6602 1259 256; -1249 4867 -6051
5769 837 411; -1239 4851 -5729
5267 784 184; -1128 4768 -5366
4667 888 148; -889 4612 -4981
3934 1020 48; -673 4398 -4539
3218 913 0; -533 4081 -4045
2433 783 -372; -378 3722 -3540
1571 1118 16; -155 3308 -2966
767 973 -186; -46 2818 -2353
128 1354 101; 131 2291 -1702
-377 1776 84; 389 1754 -1045
-610 2631 531; 555 1183 -386
-550 2802 451; 489 606 271
-374 3354 663; 390 21 899
27 3623 670; 317 -564 1490
749 3962 731; 184 -1160 2039
1554 3953 735; 34 -1766 2545
2446 3777 643; -111 -2356 3000
3335 3434 654; -192 -2947 3409
3942 2927 511; -247 -3496 3802
4447 2310 468; -242 -4011 4179
5000 1790 253; -185 -4481 4533
5263 1397 366; -41 -4863 4927
5508 806 517; 134 -5171 5322
5650 604 503; 352 -5378 5735
6472 -285 201; 640 -5515 6176
6961 -174 -6; 1046 -5584 6657
7481 -897 -321; 1376 -5498 7141
7929 -321 -263; 1769 -5383 7638
8657 361 -173; 2132 -5170 8116
9195 719 -272; 2257 -4843 8491
9601 1850 62; 2364 -4498 8844
9763 2049 -260; 2289 -4117 9056
9569 1789 -230; 2041 -3670 9131
8815 2297 277; 1986 -3279 9167
7889 2268 472; 1862 -2850 9066
6887 2734 991; 1698 -2395 8857
5660 2620 1000; 1433 -1951 8553
4546 2540 940; 1153 -1506 8117
3552 2699 896; 897 -1102 7607
2519 2038 413; 545 -729 6996
1630 1736 151; 338 -411 6304
843 1507 -273; 202 -127 5552
50 1086 -504; 27 122 4737
-397 1072 -895; -91 308 3879
-788 497 -1254; -240 454 2986
-914 316 -1541; -327 573 2071
-839 -75 -1768; -432 635 1134
-701 -473 -2159; -599 684 203
-629 -1167 -2437; -694 692 -704
-475 -1452 -2660; -660 687 -1590
478 -1617 -2586; -592 667 -2432
1213 -1971 -2715; -590 667 -3227
1818 -1998 -2302; -563 676 -3967
2456 -2117 -2142; -556 685 -4645
3031 -2118 -1714; -512 713 -5262
3633 -1804 -1366; -417 763 -5814
4259 -1509 -892; -414 829 -6322
5040 -965 -510; -466 914 -6770
5847 -422 -529; -544 1030 -7174
6210 -529 473; -680 1172 -7523
6524 232 127; -828 1401 -7784
7379 655 483; -1034 1597 -8039
7772 566 476; -1411 1834 -8268
7704 991 847; -1572 2187 -8353
7868 988 759; -1627 2484 -8412
7929 1083 745; -1691 2814 -8435
7640 847 828; -1720 3165 -8354
7360 861 664; -1783 3462 -8209
7471 985 189; -1816 3729 -8011
7365 539 106; -1859 3975 -7796
7122 857 -217; -1729 4169 -7487
7020 1604 -145; -1514 4256 -7125
6771 1278 -610; -1527 4325 -6801
6115 1178 -418; -1496 4322 -6407
5473 1290 -326; -1314 4214 -5949
4862 1082 -490; -1071 4078 -5530
3939 1531 -164; -784 3886 -5062
2952 1489 -121; -600 3612 -4556
2426 1413 -220; -535 3286 -4026
1717 1873 -126; -345 2908 -3468
1113 1791 -237; -160 2494 -2892
329 2084 55; 3 2040 -2269
-90 1901 161; 135 1554 -1615
-463 2209 393; 254 1055 -945
-487 2464 261; 367 541 -244
-237 2603 268; 391 11 445
182 2916 341; 437 -521 1142
914 3100 355; 442 -1049 1809
1862 3171 154; 422 -1576 2447
2730 3387 188; 479 -2081 3066
3540 3156 283; 543 -2574 3641
4339 2790 257; 544 -3037 4191
5014 2470 316; 653 -3450 4720
5637 1961 266; 759 -3806 5221
6085 1631 138; 922 -4105 5741
6605 877 224; 1153 -4336 6243
7389 841 37; 1404 -4454 6744
7987 371 -211; 1631 -4494 7238
8569 218 -664; 1795 -4454 7702
9129 205 -579; 2004 -4350 8126
8983 431 -511; 2226 -4138 8490
8605 1515 418; 2428 -3858 8797
8268 2495 564; 2446 -3498 8941
8009 2824 1015; 2205 -3072 8940
7533 3812 1757; 2053 -2653 8857
6828 4427 1914; 1866 -2212 8645
5791 4604 2147; 1508 -1753 8260
4679 4393 1975; 1126 -1322 7757
3582 4201 1651; 719 -937 7125
2566 3780 1332; 259 -597 6420
1567 3024 579; -201 -307 5660
948 2058 -242; -539 -63 4832
364 1512 -736; -648 137 3994
-9 588 -1461; -758 310 3134
-64 131 -1878; -781 443 2275
93 -475 -2328; -771 554 1413
404 -640 -2732; -738 646 550
820 -1229 -2914; -737 693 -288
1188 -1861 -3082; -656 737 -1110
1552 -1734 -2823; -502 756 -1903
1899 -2013 -2718; -321 777 -2654
2314 -1781 -2267; -160 784 -3366
2846 -1662 -1889; -47 793 -4048
3364 -1245 -1293; 30 814 -4666
3974 -1115 -1100; 50 846 -5241
4399 -648 -471; 74 907 -5761
4753 -371 1; 23 999 -6224
5236 191 532; -54 1116 -6644
5587 507 794; -181 1270 -7010
5900 946 1133; -256 1454 -7318
6318 1550 1403; -327 1662 -7589
6361 1757 1579; -518 1913 -7828
6603 2478 1727; -676 2153 -8008
7365 2604 1495; -927 2409 -8168
7072 2481 1391; -1251 2753 -8236
6904 2421 1723; -1429 3077 -8223
6984 1917 1537; -1523 3361 -8216
6815 1962 1167; -1452 3669 -8069
6908 1876 1002; -1333 3897 -7858
6927 1615 191; -1279 4073 -7677
6804 2035 108; -1148 4199 -7400
5758 2392 50; -1124 4254 -7027
5490 1642 -132; -1284 4225 -6647
4605 1459 -926; -1205 4145 -6185
3786 1481 -848; -836 3927 -5589
2975 2121 -778; -501 3704 -4992
1933 2401 -684; -362 3452 -4373
612 1980 -598; -346 3152 -3671
-546 2951 133; -43 2699 -2869
-1269 2459 -162; -45 2273 -2133
-1839 2936 260; -66 1804 -1287
-1720 3004 524; 104 1284 -442
-1242 3305 508; 207 795 332
-686 3722 642; 254 241 1168
182 3648 463; 286 -331 1892
845 4065 655; 363 -899 2588
1562 3879 833; 312 -1492 3243
2428 3583 776; 286 -2077 3797
3203 3337 956; 318 -2647 4333
3915 2706 866; 365 -3181 4819
4645 2513 1032; 520 -3661 5267
5168 2341 906; 739 -4078 5710
5830 1952 733; 924 -4407 6130
6443 1957 821; 1189 -4664 6553
7121 1502 626; 1411 -4821 6970
7562 1154 341; 1604 -4877 7400
8079 1443 144; 1899 -4862 7831
8549 1724 132; 2091 -4735 8222
8672 2262 327; 2155 -4499 8591
8797 2878 925; 2234 -4210 8895
8952 3460 626; 2180 -3835 9094
8649 3768 880; 2042 -3405 9216
7759 3272 1251; 1814 -2949 9195
6987 3744 1732; 1750 -2494 9117
6269 4217 1817; 1654 -2030 8958
5602 3293 1190; 1243 -1549 8630
4913 3301 1085; 881 -1128 8233
4322 3065 567; 658 -796 7780
3528 2046 -239; 302 -465 7192
2482 2070 -369; 121 -216 6592
1404 1435 -714; -21 -10 5922
447 1016 -1076; -161 171 5204
-336 829 -1059; -279 307 4436
-743 649 -1237; -330 434 3610
-846 923 -1140; -290 512 2761
-780 606 -1670; -383 570 1864
-672 323 -2091; -533 603 960
-475 -590 -2578; -653 611 52
-350 -1180 -2721; -666 599 -846
-118 -1736 -3005; -599 577 -1707
274 -1699 -2746; -474 554 -2535
812 -1820 -2666; -334 534 -3309
1455 -1730 -2294; -253 525 -4045
2273 -1550 -2058; -187 506 -4720
3036 -1545 -1815; -181 519 -5353
